num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;     spec. type      
3655;   4601.83;SDSS J083626.90+184733.4           ;G  ;08 36 26.901 +18 47 33.48              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3656;   4602.37;SDSS J084546.08+195154.3           ;BiC;08 45 46.0824308232 +19 51 54.438326892;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3657;   4602.49;SDSS J084546.07+192839.9           ;G  ;08 45 46.0769543112 +19 28 40.125655848;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3658;   4602.92;2MASS J08410277+2056105            ;*  ;08 41 02.7693640992 +20 56 10.493647944;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3659;   4602.93;SDSS J084208.72+182723.1           ;QSO;08 42 08.730 +18 27 23.12              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3660;   4603.59;SDSS J083550.00+185839.7           ;HB*;08 35 50.0103752448 +18 58 39.719517204;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3661;   4603.90;FIRST J083858.5+182558             ;AG?;08 38 58.5653 +18 25 58.306            ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3662;   4604.08;2MASS J08374984+2047407            ;Er*;08 37 49.8373659720 +20 47 40.767695484;     ~   ;     ~   ;     ~   ;     ~   ;M4.2                 
3663;   4606.14;SDSS J083610.66+202831.5           ;G  ;08 36 10.66464 +20 28 31.5948          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3664;   4607.74;V* DM Cnc                          ;Er*;08 38 32.0873380248 +18 27 54.022439088;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3665;   4608.31;Cl* NGC 2632 JS 79                 ;Ro*;08 35 08.0231631288 +19 59 24.980211096;     ~   ;14.565   ;13.332   ;     ~   ;K5.6                 
3666;   4608.68;TYC 1398-1731-1                    ;*  ;08 39 42.0879177576 +20 56 10.812828552;     ~   ;11.20    ;10.71    ;     ~   ;F5                   
3667;   4609.14;NVSS J083528+201252                ;Rad;08 35 28.574 +20 12 52.64              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3668;   4609.20;Gaia DR2 661149883813879680        ;PM*;08 45 47.5354142887 +19 30 17.326351523;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3669;   4609.27;2MASS J08454753+1930172            ;** ;08 45 47.53944 +19 30 17.2080          ;     ~   ;     ~   ;     ~   ;     ~   ;M4                   
3670;   4609.29;SDSS J084151.30+205402.6           ;QSO;08 41 51.305 +20 54 02.61              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3671;   4609.42;Gaia DR2 661149883815074816        ;PM*;08 45 47.5449503444 +19 30 16.652236357;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3672;   4611.43;TYC 1399-120-1                     ;*  ;08 45 38.0032874016 +20 01 19.611794568;     ~   ;12.18    ;11.82    ;     ~   ;~                    
3673;   4614.47;SDSS J083546.69+202052.8           ;G  ;08 35 46.69200 +20 20 52.8792          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3674;   4616.23;TYC 1396-184-1                     ;*  ;08 43 08.2846517808 +18 33 33.993200304;     ~   ;12.90    ;11.89    ;     ~   ;~                    
3675;   4616.80;Cl* NGC 2632 JS 612                ;*  ;08 45 50.5725271872 +19 37 05.964291660;     ~   ;11.71    ;11.19    ;     ~   ;~                    
3676;   4618.69;SDSS J084409.65+184426.1           ;QSO;08 44 09.659 +18 44 26.11              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3677;   4618.88;SDSS J083503.76+195552.6           ;QSO;08 35 03.764 +19 55 52.65              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3678;   4619.50;SDSS J084452.57+202408.5           ;QSO;08 44 52.577 +20 24 08.56              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3679;   4621.91;HD 72825                           ;*  ;08 35 43.3026293808 +20 19 49.104100776;     ~   ;8.44     ;8.27     ;     ~   ;Am                   
3680;   4624.05;2MASS J08424029+1829590            ;*  ;08 42 40.2940891728 +18 29 58.911615348;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3681;   4625.65;NVSS J083704+183847                ;Rad;08 37 05.060 +18 38 52.43              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3682;   4629.00;LEDA 1584780                       ;G  ;08 35 16.6222308672 +19 13 30.734616000;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3683;   4629.11;SDSS J083504.76+195744.8           ;QSO;08 35 04.768 +19 57 44.90              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3684;   4629.54;2MASS J08450687+1901151            ;*  ;08 45 06.8706151296 +19 01 15.212612028;     ~   ;     ~   ;     ~   ;     ~   ;M3                   
3685;   4629.78;UCAC4 544-046711                   ;Er*;08 43 34.6269092544 +18 37 19.909469460;     ~   ;13.112   ;12.094   ;11.879   ;K4.0                 
3686;   4630.64;NVSS J084511+190304                ;Rad;08 45 11.159 +19 03 00.07              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3687;   4632.68;SDSS J083724.89+204446.4           ;G  ;08 37 24.8853161064 +20 44 46.475763720;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3688;   4632.88;V* ER Cnc                          ;Er*;08 45 49.00 +19 50 43.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3689;   4633.73;2MASS J08385719+1825330            ;LM*;08 38 57.2008920744 +18 25 32.688119028;     ~   ;     ~   ;     ~   ;     ~   ;M9V                  
3690;   4634.25;Cl* NGC 2632 JS 142                ;*  ;08 36 40.0264893129 +20 36 35.226980997;     ~   ;12.00    ;11.19    ;11.70    ;K0V:                 
3691;   4635.20;SDSS J084115.65+182343.0           ;rG ;08 41 15.656 +18 23 43.04              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3692;   4635.66;2MASS J08404420+2057078            ;LM*;08 40 44.1613915608 +20 57 06.975197388;     ~   ;     ~   ;     ~   ;     ~   ;M8V                  
3693;   4639.59;SDSS J083811.49+205048.4           ;QSO;08 38 11.494 +20 50 48.41              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3694;   4639.92;SDSS J083941.34+205640.9           ;BiC;08 39 41.343 +20 56 40.95              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3695;   4642.62;2MASS J08424985+2049242            ;*  ;08 42 49.8604412208 +20 49 24.183737292;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3696;   4642.81;Cl* NGC 2632 HSHJ 335              ;*  ;08 40 53.9333182560 +18 22 56.630779464;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3697;   4644.61;Cl* NGC 2632 JS 695                ;*  ;08 36 46.2 +20 38 08                   ;     ~   ;21.28    ;18.50    ;     ~   ;~                    
3698;   4645.26;2MASS J08412158+2056139            ;*  ;08 41 21.5865437760 +20 56 14.073870228;     ~   ;     ~   ;     ~   ;     ~   ;M4                   
3699;   4645.28;SDSS J083708.61+204223.3           ;G  ;08 37 08.61936 +20 42 23.3496          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3700;   4645.42;LB 8619                            ;blu;08 44 54.0 +18 56 00                   ;     ~   ;18.0     ;     ~   ;     ~   ;~                    
3701;   4649.42;HD 74135                           ;*  ;08 42 53.0640303912 +20 49 09.260000436;     ~   ;9.15     ;8.86     ;     ~   ;A9III                
3702;   4650.70;SDSS J084540.27+200150.4           ;QSO;08 45 40.274 +20 01 50.44              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3703;   4650.79;2MASS J08361402+2030379            ;*  ;08 36 14.0212796880 +20 30 37.891338156;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3704;   4653.26;2MASS J08345583+1933294            ;*  ;08 34 55.8369442824 +19 33 29.578018860;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3705;   4654.67;Gaia DR3 664544999627111808        ;*  ;08 39 44.7705606312 +20 57 01.836600624;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3706;   4655.35;SDSS J084406.37+184252.5           ;QSO;08 44 06.3826297200 +18 42 52.500530844;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3707;   4658.56;2MASS J08412371+2056221            ;*  ;08 41 23.7157913976 +20 56 22.188763104;     ~   ;     ~   ;     ~   ;     ~   ;M4.6                 
3708;   4659.31;SDSS J083616.75+203135.0           ;QSO;08 36 16.7569555128 +20 31 35.048363556;     ~   ;19.75    ;19.37    ;     ~   ;~                    
3709;   4660.10;LB 6158                            ;QSO;08 42 49.1120710968 +18 30 18.444203460;     ~   ;18.62    ;18.40    ;     ~   ;~                    
3710;   4660.52;Cl* NGC 2632 HSHJ 135              ;Er*;08 36 50.5272571632 +18 40 54.088428324;     ~   ;     ~   ;     ~   ;     ~   ;M3.8                 
3711;   4660.60;SDSS J083542.18+202037.8           ;G  ;08 35 42.18024 +20 20 37.8204          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3712;   4660.72;SDSS J083455.15+194641.8           ;QSO;08 34 55.151 +19 46 41.87              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3713;   4660.92;FIRST J084030.4+182220             ;rG ;08 40 30.414 +18 22 19.97              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3714;   4662.18;SDSS J083938.44+205658.2           ;BiC;08 39 38.4434268192 +20 56 57.920906580;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3715;   4662.33;2MASS J08440067+2038454            ;*  ;08 44 00.6680258664 +20 38 45.507060420;     ~   ;     ~   ;     ~   ;     ~   ;M4.3                 
3716;   4662.84;LB 1813                            ;blu;08 36 18.0 +20 32 00                   ;     ~   ;18.0     ;     ~   ;     ~   ;~                    
3717;   4663.19;UCAC4 543-047861                   ;*  ;08 39 09.9147537887 +18 24 16.667855034;     ~   ;13.389   ;13.433   ;13.673   ;~                    
3718;   4664.29;SDSS J083543.11+185920.8           ;G  ;08 35 43.119 +18 59 20.90              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3719;   4665.99;Cl* NGC 2632 HSHJ 71               ;*  ;08 35 16.0462854840 +19 12 07.869713004;     ~   ;     ~   ;     ~   ;     ~   ;M3.6                 
3720;   4667.61;SDSS J084135.37+182403.4           ;QSO;08 41 35.374 +18 24 03.43              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3721;   4667.82;BD+20 2204                         ;Ro*;08 45 04.2274842409 +20 21 27.868771716;     ~   ;10.865   ;10.296   ;     ~   ;F5                   
3722;   4668.20;SDSS J083526.04+190635.8           ;EmG;08 35 26.0272841352 +19 06 35.844367500;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3723;   4668.50;SDSS J084158.39+205435.6           ;QSO;08 41 58.394 +20 54 35.63              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3724;   4669.04;SDSS J083724.42+204525.6           ;QSO;08 37 24.425 +20 45 25.64              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3725;   4669.29;Ton 929                            ;blu;08 35 12.0 +20 06 00                   ;     ~   ;14.9     ;     ~   ;     ~   ;~                    
3726;   4670.35;LEDA 1634414                       ;G  ;08 37 10.6169125728 +20 43 14.837465100;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3727;   4672.72;SDSS J084100.28+205724.7           ;QSO;08 41 00.288 +20 57 24.75              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3728;   4673.64;SDSS J084537.94+200453.3           ;QSO;08 45 37.942 +20 04 53.33              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3729;   4676.17;SDSS J083525.37+190636.6           ;QSO;08 35 25.375 +19 06 36.70              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3730;   4677.17;ASAS J084555+1935.0                ;EB*;08 45 54.3498685608 +19 34 57.801942696;     ~   ;     ~   ;12.62    ;12.237   ;~                    
3731;   4677.41;Cl* NGC 2632 HSHJ 331              ;*  ;08 40 54.6736816128 +20 57 37.466351928;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3732;   4677.53;TYC 1396-740-1                     ;PM*;08 45 55.1376371976 +19 41 08.227648932;     ~   ;11.70    ;10.96    ;     ~   ;~                    
3733;   4677.91;SDSS J083607.31+202927.5           ;QSO;08 36 07.318 +20 29 27.53              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3734;   4679.02;Gaia DR3 659463744078480768        ;*  ;08 40 47.9908169472 +18 22 13.367744904;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3735;   4680.39;LSPM J0835+1918                    ;LM*;08 35 06.3098488800 +19 18 06.944067720;     ~   ;20.6     ;     ~   ;18.6     ;M6V                  
3736;   4680.99;SDSS J084332.72+183558.2           ;QSO;08 43 32.730 +18 35 58.30              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3737;   4681.29;TYC 1399-43-1                      ;*  ;08 45 27.8171779656 +20 11 26.547268740;     ~   ;11.80    ;10.80    ;     ~   ;~                    
3738;   4682.18;SDSS J083502.42+195914.1           ;QSO;08 35 02.422 +19 59 14.14              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3739;   4682.49;[VBT2012] 130.399819+20.936601     ;vid;08 41 35.957 +20 56 11.76              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3740;   4682.91;SDSS J083453.50+194629.9           ;G  ;08 34 53.506 +19 46 30.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3741;   4683.82;SDSS J083600.91+202743.3           ;G  ;08 36 00.91848 +20 27 43.3440          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3742;   4687.48;SDSS J083557.25+202641.0           ;G  ;08 35 57.25152 +20 26 41.0460          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3743;   4688.55;SDSS J083606.52+202930.6           ;G  ;08 36 06.52032 +20 29 30.6060          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3744;   4690.12;SDSS J084336.96+204343.4           ;G  ;08 43 36.9536811048 +20 43 43.490918352;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3745;   4691.67;[SPD2011] 30404                    ;ClG;08 39 37.5 +20 57 26                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3746;   4692.70;Cl* NGC 2632 JS 299                ;*  ;08 39 34.4495334528 +20 57 20.643546348;     ~   ;14.59    ;13.45    ;     ~   ;K4.7                 
3747;   4694.62;2MASS J08351104+2006371            ;LM*;08 35 11.0241147096 +20 06 37.080603360;     ~   ;     ~   ;     ~   ;     ~   ;M7V                  
3748;   4695.11;Cl* NGC 2632 JC 119                ;*  ;08 38 04.1365121928 +18 29 04.069603572;     ~   ;16.80    ;15.85    ;     ~   ;~                    
3749;   4695.56;2MASS J08350027+1922308            ;PM*;08 35 00.2656546608 +19 22 30.911307420;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3750;   4696.10;Cl* NGC 2632 KP 200596             ;EB*;08 34 57.4453553880 +19 55 00.459447132;     ~   ;12.32    ;11.55    ;11.385   ;~                    
3751;   4697.49;Cl* NGC 2632 JS 351                ;*  ;08 40 19.0940434392 +18 21 43.021895004;     ~   ;18.94    ;16.87    ;     ~   ;M1.9                 
3752;   4699.43;2MASS J08352133+2012473            ;LM*;08 35 21.333 +20 12 47.37              ;     ~   ;     ~   ;     ~   ;     ~   ;M1V                  
3753;   4699.71;2MASS J08443489+1848440            ;LM*;08 44 34.8950328576 +18 48 43.936062192;     ~   ;     ~   ;     ~   ;     ~   ;M7V                  
3754;   4701.26;Cl* NGC 2632 HSHJ 84               ;Er*;08 35 44.6095760160 +18 57 38.321396136;     ~   ;     ~   ;     ~   ;     ~   ;M4.2                 
3755;   4702.12;Cl* NGC 2632 JS 465                ;Ro*;08 41 59.2433467618 +20 55 07.164217236;     ~   ;11.83    ;11.43    ;     ~   ;G5V:                 
3756;   4702.14;Cl* NGC 2632 JS 563                ;Ro*;08 44 17.0669893170 +18 44 11.785957107;     ~   ;13.165   ;12.310   ;     ~   ;G9.9                 
3757;   4702.92;Cl* NGC 2632 JC 233                ;Ro*;08 40 59.6745181296 +18 22 04.368417816;     ~   ;12.14    ;11.58    ;11.74    ;K2.2                 
3758;   4704.36;TYC 1395-1152-1                    ;*  ;08 38 55.0059442152 +18 24 28.036270008;     ~   ;12.09    ;11.99    ;     ~   ;~                    
3759;   4704.36;TYC 1398-567-1                     ;*  ;08 36 39.4059458712 +20 38 02.622978312;     ~   ;11.92    ;10.67    ;     ~   ;~                    
3760;   4705.17;Cl* NGC 2632 JC 129                ;*  ;08 38 34.5621265800 +18 25 58.035343620;     ~   ;16.52    ;15.53    ;     ~   ;~                    
3761;   4705.26;NVSS J084553+195235                ;Rad;08 45 53.054 +19 52 31.62              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3762;   4707.22;2MASS J08384582+2054599            ;*  ;08 38 45.8203396944 +20 55 00.007891356;     ~   ;     ~   ;     ~   ;     ~   ;M4.6                 
3763;   4709.12;2MASX J08455353+1928226            ;G  ;08 45 53.5103306592 +19 28 22.124391492;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3764;   4709.17;Cl* NGC 2632 HSHJ 326              ;*  ;08 40 34.1647445640 +18 21 33.031734948;     ~   ;     ~   ;     ~   ;     ~   ;M3.9                 
3765;   4709.46;2MASS J08360115+2028301            ;LM*;08 36 01.1598829632 +20 28 29.623728648;     ~   ;     ~   ;     ~   ;     ~   ;M4V                  
3766;   4709.63;SDSS J084444.36+185109.4           ;QSO;08 44 44.362 +18 51 09.45              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3767;   4709.78;Cl* NGC 2632 JS 613                ;*  ;08 45 51.4159281936 +19 25 27.294852396;     ~   ;19.04    ;16.69    ;     ~   ;M1.9                 
3768;   4712.21;SDSS J083936.25+205744.1           ;BiC;08 39 36.254 +20 57 44.10              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3769;   4712.58;2MASS J08351317+1911439            ;LM*;08 35 13.1726962512 +19 11 44.002443264;     ~   ;     ~   ;     ~   ;     ~   ;M3V                  
3770;   4713.52;2MASS J08400096+2058223            ;LM*;08 40 00.9620599704 +20 58 22.371197232;     ~   ;     ~   ;     ~   ;     ~   ;M7V                  
3771;   4713.97;CRTS J083816.7+182724              ;RR*;08 38 16.7895756000 +18 27 24.664854564;     ~   ;     ~   ;17.25    ;     ~   ;~                    
3772;   4714.75;TYC 1398-481-1                     ;PM*;08 35 42.4359980568 +20 22 26.021889300;     ~   ;10.78    ;10.10    ;     ~   ;~                    
3773;   4716.65;SDSS J083454.58+192726.3           ;WD*;08 34 54.5808293304 +19 27 26.377149240;     ~   ;     ~   ;     ~   ;     ~   ;DA                   
3774;   4718.67;TYC 1396-832-1                     ;*  ;08 45 55.4849135448 +19 50 04.774734780;     ~   ;12.55    ;12.75    ;     ~   ;~                    
3775;   4719.01;2MASS J08453000+1908421            ;LM*;08 45 30.0055947360 +19 08 42.142182900;     ~   ;     ~   ;     ~   ;     ~   ;M3V                  
3776;   4721.85;NVSS J084508+202148                ;Rad;08 45 07.464 +20 21 56.98              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3777;   4722.20;SDSS J083632.63+203658.1           ;G  ;08 36 32.63928 +20 36 58.1652          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3778;   4722.32;SDSS J083546.72+202411.8           ;G  ;08 35 46.72248 +20 24 11.8692          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3779;   4722.61;UCAC4 554-043394                   ;*  ;08 43 40.6630585032 +20 43 46.034704164;     ~   ;13.538   ;12.575   ;12.440   ;~                    
3780;   4723.38;2MASS J08423366+1827290            ;*  ;08 42 33.6709988832 +18 27 29.055037716;     ~   ;     ~   ;     ~   ;     ~   ;M5.2                 
3781;   4723.69;SDSS J084213.79+205424.0           ;QSO;08 42 13.790 +20 54 24.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3782;   4725.05;SDSS J084410.06+203811.7           ;QSO;08 44 10.070 +20 38 11.71              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3783;   4725.65;SDSS J083449.47+193906.4           ;QSO;08 34 49.476 +19 39 06.42              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3784;   4728.02;2MASS J08371331+2044520            ;PM*;08 37 13.3043729400 +20 44 52.128490380;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3785;   4728.81;Cl* NGC 2632 HSHJ 480              ;*  ;08 44 18.2322469224 +18 43 50.670908004;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3786;   4731.61;Cl* NGC 2632 JS 118                ;*  ;08 36 15.9776377284 +20 33 11.199465495;     ~   ;16.19    ;14.57    ;     ~   ;K7.6                 
3787;   4731.99;SDSS J083550.76+202551.0           ;G  ;08 35 50.76624 +20 25 51.0888          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3788;   4732.96;UGCS J083531.32+201838.9           ;LM*;08 35 31.3022362824 +20 18 38.938621248;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3789;   4734.37;TYC 1396-151-1                     ;*  ;08 43 19.9792243368 +18 32 55.921584372;     ~   ;11.95    ;10.82    ;     ~   ;~                    
3790;   4734.83;UGCS J084306.19+183100.9           ;NIR;08 43 06.219 +18 31 00.99              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3791;   4736.80;SDSS J083608.31+203116.3           ;G  ;08 36 08.31024 +20 31 16.3704          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3792;   4738.40;CRTS J083552.4+185351              ;RS*;08 35 52.40 +18 53 51.4                ;     ~   ;     ~   ;16.36    ;     ~   ;~                    
3793;   4738.59;Cl* NGC 2632 JS 525                ;*  ;08 43 12.9185361924 +18 31 50.778356209;     ~   ;19.23    ;16.87    ;     ~   ;M1.9                 
3794;   4739.18;2MASS J08414516+2056396            ;*  ;08 41 45.1676407056 +20 56 39.571143252;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3795;   4741.83;Cl* NGC 2632 JC 49                 ;*  ;08 35 35.7081065369 +18 59 44.600665676;     ~   ;17.19    ;15.32    ;     ~   ;K7.9                 
3796;   4743.52;SDSS J083448.24+194200.9           ;BiC;08 34 48.249 +19 42 00.96              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3797;   4744.19;SDSS J083535.42+202041.9           ;G  ;08 35 35.4213332976 +20 20 41.992571040;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3798;   4745.46;SDSS J083526.87+190320.3           ;G  ;08 35 26.871 +19 03 20.31              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3799;   4747.82;TYC 1395-1641-1                    ;*  ;08 37 22.8552987840 +18 33 26.189576856;     ~   ;12.71    ;11.51    ;     ~   ;~                    
3800;   4747.90;Cl* NGC 2632 IZ 49                 ;LM*;08 37 41.5478890872 +18 30 47.886166188;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
3801;   4749.59;SDSS J083543.82+202400.0           ;G  ;08 35 43.8277169688 +20 24 00.059446188;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3802;   4750.60;LEDA 1568749                       ;G  ;08 36 25.3 +18 44 23                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3803;   4751.52;TYC 1396-716-1                     ;*  ;08 45 58.9367466984 +19 47 41.308843056;     ~   ;13.32    ;11.88    ;     ~   ;~                    
3804;   4753.94;2MASS J08345810+2000057            ;PM*;08 34 58.0980117360 +20 00 05.653152972;     ~   ;     ~   ;     ~   ;     ~   ;M4                   
3805;   4754.78;Cl* NGC 2632 JS 74                 ;*  ;08 34 53.91 +19 24 46.4                ;     ~   ;18.61    ;16.82    ;     ~   ;~                    
3806;   4756.20;SDSS J083937.32+205830.6           ;BiC;08 39 37.326 +20 58 30.67              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3807;   4757.55;SDSS J084333.59+204538.4           ;QSO;08 43 33.5995055112 +20 45 38.521675944;     ~   ;20.40    ;20.23    ;     ~   ;~                    
3808;   4757.73;2MASS J08424461+1828000            ;*  ;08 42 44.6111059677 +18 28 00.006758748;     ~   ;     ~   ;     ~   ;     ~   ;M4.1                 
3809;   4758.54;SDSS J084148.00+205649.4           ;*  ;08 41 47.9993286480 +20 56 49.495341768;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3810;   4761.07;Cl* NGC 2632 JS 99                 ;*  ;08 35 50.8244000088 +18 53 43.613819340;     ~   ;19.93    ;17.20    ;     ~   ;~                    
3811;   4761.27;SDSS J084444.68+184953.1           ;QSO;08 44 44.688 +18 49 53.12              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3812;   4763.07;TYC 1396-842-1                     ;*  ;08 45 55.5391669392 +19 54 49.101691788;     ~   ;12.61    ;13.21    ;     ~   ;~                    
3813;   4763.98;SDSS J083504.71+191442.3           ;QSO;08 35 04.714 +19 14 42.39              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3814;   4767.29;SDSS J083535.86+202137.0           ;G  ;08 35 35.8626671832 +20 21 37.033046352;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3815;   4768.22;SDSS J083625.01+203617.5           ;G  ;08 36 25.00992 +20 36 17.5788          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3816;   4769.64;UGCS J084004.70+182038.1           ;NIR;08 40 04.722 +18 20 38.20              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3817;   4772.01;TYC 1395-2451-1                    ;*  ;08 35 10.6264009200 +19 10 33.731891076;     ~   ;11.84    ;10.84    ;     ~   ;~                    
3818;   4772.31;Cl* NGC 2632 JS 676                ;*  ;08 34 46.6579736736 +19 35 53.815647120;     ~   ;     ~   ;12.68    ;     ~   ;~                    
3819;   4773.60;LEDA 1639311                       ;BiC;08 38 53.5553402808 +20 56 40.921140804;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3820;   4774.25;HD 73620                           ;*  ;08 39 49.5945472008 +18 20 50.744985432;     ~   ;9.42     ;9.13     ;     ~   ;F1.1                 
3821;   4774.75;LB 1898                            ;blu;08 45 48.0 +20 03 00                   ;     ~   ;17.7     ;     ~   ;     ~   ;~                    
3822;   4775.32;HD 74655                           ;SB*;08 45 50.0653382232 +20 01 20.207710452;     ~   ;8.07     ;7.59     ;     ~   ;F8                   
3823;   4776.56;TYC 1395-2193-1                    ;*  ;08 35 00.1003291968 +19 17 25.219073400;     ~   ;11.98    ;11.41    ;     ~   ;~                    
3824;   4776.57;2MASS J08391315+1822102            ;*  ;08 39 13.1539965912 +18 22 10.279919712;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3825;   4776.98;Cl* NGC 2632 VL 1686               ;*  ;08 45 07.3515497189 +20 23 41.931448062;     ~   ;12.74    ;11.91    ;     ~   ;K0V:                 
3826;   4777.58;SDSSCGB 14266.1                    ;G  ;08 43 47.622 +18 36 32.20              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3827;   4777.64;LB 1805                            ;blu;08 35 36.0 +20 22 00                   ;     ~   ;19.7     ;     ~   ;     ~   ;~                    
3828;   4781.12;SDSS J083551.01+202719.8           ;G  ;08 35 51.01296 +20 27 19.8864          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3829;   4782.51;SDSSCGB 14266.4                    ;G  ;08 43 48.626 +18 36 36.81              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3830;   4784.24;SDSS J083514.09+201227.3           ;QSO;08 35 14.093 +20 12 27.39              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3831;   4785.14;SDSSCGB 14266                      ;CGG;08 43 48.3 +18 36 30                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
